4542323058.mp4, 8.008, 29.97002997002997, 3.22
9753414792.mp4, 8.008008, 29.97, 3.84
6935410837.mp4, 8.0, 25.0, 3.24
8171831850.mp4, 8.008, 29.97002997002997, 4.444029851
11465976586.mp4, 8.008008, 29.97, 3.94
4323977167.mp4, 8.008, 29.97002997002997, 3.26
7005478889.mp4, 8.008, 23.976023976023978, 2.86
6346026937.mp4, 8.008, 23.976023976023978, 2.14
10672253555.mp4, 8.008008, 29.97, 1.614785992
6812062788.mp4, 8.008, 29.97002997002997, 2.52
3930579113.mp4, 8.008, 29.97002997002997, 2.86
6981897920.mp4, 8.008, 29.97002997002997, 3.3
8957212602.mp4, 8.008008, 29.97, 3.56
4771991539.mp4, 8.0, 24.0, 3.0
8420230247.mp4, 8.008, 29.97002997002997, 3.96
4161940753.mp4, 8.0, 24.0, 3.66
8408744905.mp4, 8.008, 29.97002997002997, 3.5
13291575674.mp4, 8.008, 29.97002997002997, 2.66
6538025379.mp4, 8.008, 29.97002997002997, 3.8
7344072960.mp4, 8.0, 24.0, 2.769874477
9969637164.mp4, 8.008008, 29.97, 3.42
8688311915.mp4, 8.008, 29.97002997002997, 2.98
6929069239.mp4, 8.008, 29.97002997002997, 2.58
9248029519.mp4, 8.008008, 29.97, 2.7
3617102785.mp4, 8.008, 29.97002997002997, 3.08
9189459433.mp4, 8.0, 25.0, 2.22
3359662128.mp4, 8.008, 23.976023976023978, 3.08
6408325533.mp4, 8.008, 29.97002997002997, 1.26
5310216885.mp4, 8.008, 29.97002997002997, 2.24
9455400456.mp4, 8.0, 24.0, 2.22
7820483368.mp4, 8.008, 29.97002997002997, 2.76
4713503488.mp4, 8.008, 23.976023976023978, 3.88
6024650797.mp4, 8.008, 29.97002997002997, 2.54
8548046708.mp4, 8.008, 23.976023976023978, 3.36
8078127133.mp4, 8.008, 29.97002997002997, 2.618867925
5490599661.mp4, 8.008, 29.97002997002997, 2.88
6749780445.mp4, 8.008, 29.97002997002997, 2.02
5433352304.mp4, 8.008, 29.97002997002997, 2.22
12262452854.mp4, 8.0, 24.0, 4.24
4299787720.mp4, 8.008, 29.97002997002997, 2.849802372
4453069241.mp4, 8.008, 29.97002997002997, 2.92
4915461487.mp4, 8.0, 24.0, 2.24
8565847545.mp4, 8.008, 29.97002997002997, 3.08
7012065923.mp4, 8.008, 29.97002997002997, 3.48
